代码,简称,日期,复权净值(元),
000311.OF,景顺长城沪深300增强,2021-02-26,3.4302,
000311.OF,景顺长城沪深300增强,2021-03-01,3.4749,
000311.OF,景顺长城沪深300增强,2021-03-02,3.4302,
000311.OF,景顺长城沪深300增强,2021-03-03,3.5043,
000311.OF,景顺长城沪深300增强,2021-03-04,3.4055,
000311.OF,景顺长城沪深300增强,2021-03-05,3.3938,
000311.OF,景顺长城沪深300增强,2021-03-08,3.2903,
000311.OF,景顺长城沪深300增强,2021-03-09,3.2209,
000311.OF,景顺长城沪深300增强,2021-03-10,3.2527,
000311.OF,景顺长城沪深300增强,2021-03-11,3.3373,
000311.OF,景顺长城沪深300增强,2021-03-12,3.3656,
000311.OF,景顺长城沪深300增强,2021-03-15,3.3068,
000311.OF,景顺长城沪深300增强,2021-03-16,3.3268,
000311.OF,景顺长城沪深300增强,2021-03-17,3.3385,
000311.OF,景顺长城沪深300增强,2021-03-18,3.3703,
000311.OF,景顺长城沪深300增强,2021-03-19,3.295,
000311.OF,景顺长城沪深300增强,2021-03-22,3.3303,
000311.OF,景顺长城沪深300增强,2021-03-23,3.2927,
000311.OF,景顺长城沪深300增强,2021-03-24,3.2444,
000311.OF,景顺长城沪深300增强,2021-03-25,3.2456,
000311.OF,景顺长城沪深300增强,2021-03-26,3.3185,
000311.OF,景顺长城沪深300增强,2021-03-29,3.3173,
000311.OF,景顺长城沪深300增强,2021-03-30,3.3467,
000311.OF,景顺长城沪深300增强,2021-03-31,3.315,
000311.OF,景顺长城沪深300增强,2021-04-01,3.3573,
000311.OF,景顺长城沪深300增强,2021-04-02,3.3938,
000311.OF,景顺长城沪深300增强,2021-04-06,3.3808,
000311.OF,景顺长城沪深300增强,2021-04-07,3.3703,
000311.OF,景顺长城沪深300增强,2021-04-08,3.3808,
000311.OF,景顺长城沪深300增强,2021-04-09,3.3373,
000311.OF,景顺长城沪深300增强,2021-04-12,3.2879,
000311.OF,景顺长城沪深300增强,2021-04-13,3.2785,
000311.OF,景顺长城沪深300增强,2021-04-14,3.3103,
000311.OF,景顺长城沪深300增强,2021-04-15,3.2927,
000311.OF,景顺长城沪深300增强,2021-04-16,3.2997,
000311.OF,景顺长城沪深300增强,2021-04-19,3.3656,
000311.OF,景顺长城沪深300增强,2021-04-20,3.362,
000311.OF,景顺长城沪深300增强,2021-04-21,3.3679,
000311.OF,景顺长城沪深300增强,2021-04-22,3.3691,
000311.OF,景顺长城沪深300增强,2021-04-23,3.3973,
000311.OF,景顺长城沪深300增强,2021-04-26,3.3656,
000311.OF,景顺长城沪深300增强,2021-04-27,3.3714,
000311.OF,景顺长城沪深300增强,2021-04-28,3.3797,
000311.OF,景顺长城沪深300增强,2021-04-29,3.3938,
000311.OF,景顺长城沪深300增强,2021-04-30,3.3562,
000311.OF,景顺长城沪深300增强,2021-05-06,3.3303,
000311.OF,景顺长城沪深300增强,2021-05-07,3.2938,
000311.OF,景顺长城沪深300增强,2021-05-10,3.2868,
000311.OF,景顺长城沪深300增强,2021-05-11,3.295,
000311.OF,景顺长城沪深300增强,2021-05-12,3.3103,
000311.OF,景顺长城沪深300增强,2021-05-13,3.2691,
000311.OF,景顺长城沪深300增强,2021-05-14,3.3362,
000311.OF,景顺长城沪深300增强,2021-05-17,3.3808,
000311.OF,景顺长城沪深300增强,2021-05-18,3.3867,
000311.OF,景顺长城沪深300增强,2021-05-19,3.3726,
000311.OF,景顺长城沪深300增强,2021-05-20,3.3879,
000311.OF,景顺长城沪深300增强,2021-05-21,3.3585,
000311.OF,景顺长城沪深300增强,2021-05-24,3.3632,
000311.OF,景顺长城沪深300增强,2021-05-25,3.4549,
000311.OF,景顺长城沪深300增强,2021-05-26,3.462,
000311.OF,景顺长城沪深300增强,2021-05-27,3.4667,
000311.OF,景顺长城沪深300增强,2021-05-28,3.4561,
000311.OF,景顺长城沪深300增强,2021-05-31,3.4726,
000311.OF,景顺长城沪深300增强,2021-06-01,3.4796,
000311.OF,景顺长城沪深300增强,2021-06-02,3.4467,
000311.OF,景顺长城沪深300增强,2021-06-03,3.4255,
000311.OF,景顺长城沪深300增强,2021-06-04,3.4408,
000311.OF,景顺长城沪深300增强,2021-06-07,3.4385,
000311.OF,景顺长城沪深300增强,2021-06-08,3.4067,
000311.OF,景顺长城沪深300增强,2021-06-09,3.422,
000311.OF,景顺长城沪深300增强,2021-06-10,3.4432,
000311.OF,景顺长城沪深300增强,2021-06-11,3.4291,
000311.OF,景顺长城沪深300增强,2021-06-15,3.4044,
000311.OF,景顺长城沪深300增强,2021-06-16,3.3503,
000311.OF,景顺长城沪深300增强,2021-06-17,3.3679,
000311.OF,景顺长城沪深300增强,2021-06-18,3.3797,
000311.OF,景顺长城沪深300增强,2021-06-21,3.3726,
000311.OF,景顺长城沪深300增强,2021-06-22,3.4032,
000311.OF,景顺长城沪深300增强,2021-06-23,3.4067,
000311.OF,景顺长城沪深300增强,2021-06-24,3.415,
000311.OF,景顺长城沪深300增强,2021-06-25,3.4702,
000311.OF,景顺长城沪深300增强,2021-06-28,3.4773,
000311.OF,景顺长城沪深300增强,2021-06-29,3.4526,
000311.OF,景顺长城沪深300增强,2021-06-30,3.4726,
000311.OF,景顺长城沪深300增强,2021-07-01,3.4808,
000311.OF,景顺长城沪深300增强,2021-07-02,3.3914,
000311.OF,景顺长城沪深300增强,2021-07-05,3.4044,
000311.OF,景顺长城沪深300增强,2021-07-06,3.4102,
000311.OF,景顺长城沪深300增强,2021-07-07,3.4596,
000311.OF,景顺长城沪深300增强,2021-07-08,3.4279,
000311.OF,景顺长城沪深300增强,2021-07-09,3.4102,
000312.OF,华安沪深300量化增强A,2020-10-09,2.7523,
000312.OF,华安沪深300量化增强A,2020-10-12,2.8331,
000312.OF,华安沪深300量化增强A,2020-10-13,2.8447,
000312.OF,华安沪深300量化增强A,2020-10-14,2.8255,
000312.OF,华安沪深300量化增强A,2020-10-15,2.8197,
000312.OF,华安沪深300量化增强A,2020-10-16,2.8127,
000312.OF,华安沪深300量化增强A,2020-10-19,2.7873,
000312.OF,华安沪深300量化增强A,2020-10-20,2.8175,
000312.OF,华安沪深300量化增强A,2020-10-21,2.8074,
000312.OF,华安沪深300量化增强A,2020-10-22,2.7968,
000312.OF,华安沪深300量化增强A,2020-10-23,2.7514,
000312.OF,华安沪深300量化增强A,2020-10-26,2.7349,
000312.OF,华安沪深300量化增强A,2020-10-27,2.7464,
000312.OF,华安沪深300量化增强A,2020-10-28,2.7696,
000312.OF,华安沪深300量化增强A,2020-10-29,2.797,
000312.OF,华安沪深300量化增强A,2020-10-30,2.753,
000312.OF,华安沪深300量化增强A,2020-11-02,2.7845,
000312.OF,华安沪深300量化增强A,2020-11-03,2.8093,
000312.OF,华安沪深300量化增强A,2020-11-04,2.8304,
000312.OF,华安沪深300量化增强A,2020-11-05,2.8746,
000312.OF,华安沪深300量化增强A,2020-11-06,2.8644,
000312.OF,华安沪深300量化增强A,2020-11-09,2.9161,
000312.OF,华安沪深300量化增强A,2020-11-10,2.8959,
000312.OF,华安沪深300量化增强A,2020-11-11,2.8566,
000312.OF,华安沪深300量化增强A,2020-11-12,2.8655,
000312.OF,华安沪深300量化增强A,2020-11-13,2.8493,
000312.OF,华安沪深300量化增强A,2020-11-16,2.8747,
000312.OF,华安沪深300量化增强A,2020-11-17,2.8677,
000312.OF,华安沪深300量化增强A,2020-11-18,2.8628,
000312.OF,华安沪深300量化增强A,2020-11-19,2.8803,
000312.OF,华安沪深300量化增强A,2020-11-20,2.8908,
000312.OF,华安沪深300量化增强A,2020-11-23,2.9309,
000312.OF,华安沪深300量化增强A,2020-11-24,2.9132,
000312.OF,华安沪深300量化增强A,2020-11-25,2.8728,
000312.OF,华安沪深300量化增强A,2020-11-26,2.8711,
000312.OF,华安沪深300量化增强A,2020-11-27,2.8995,
000312.OF,华安沪深300量化增强A,2020-11-30,2.8779,
000312.OF,华安沪深300量化增强A,2020-12-01,2.9336,
000312.OF,华安沪深300量化增强A,2020-12-02,2.9334,
000312.OF,华安沪深300量化增强A,2020-12-03,2.9276,
000312.OF,华安沪深300量化增强A,2020-12-04,2.9421,
000312.OF,华安沪深300量化增强A,2020-12-07,2.9287,
000312.OF,华安沪深300量化增强A,2020-12-08,2.9294,
000312.OF,华安沪深300量化增强A,2020-12-09,2.8939,
000312.OF,华安沪深300量化增强A,2020-12-10,2.8974,
000312.OF,华安沪深300量化增强A,2020-12-11,2.8738,
000312.OF,华安沪深300量化增强A,2020-12-14,2.9063,
000312.OF,华安沪深300量化增强A,2020-12-15,2.9114,
000312.OF,华安沪深300量化增强A,2020-12-16,2.9171,
000312.OF,华安沪深300量化增强A,2020-12-17,2.9535,
000312.OF,华安沪深300量化增强A,2020-12-18,2.9448,
000312.OF,华安沪深300量化增强A,2020-12-21,2.9881,
000312.OF,华安沪深300量化增强A,2020-12-22,2.9427,
000312.OF,华安沪深300量化增强A,2020-12-23,2.9656,
000312.OF,华安沪深300量化增强A,2020-12-24,2.9623,
000312.OF,华安沪深300量化增强A,2020-12-25,2.9971,
000312.OF,华安沪深300量化增强A,2020-12-28,3.02,
000312.OF,华安沪深300量化增强A,2020-12-29,2.9911,
000312.OF,华安沪深300量化增强A,2020-12-30,3.0406,
000312.OF,华安沪深300量化增强A,2020-12-31,3.1031,
000312.OF,华安沪深300量化增强A,2021-01-04,3.1502,
000312.OF,华安沪深300量化增强A,2021-01-05,3.2006,
000312.OF,华安沪深300量化增强A,2021-01-06,3.2239,
000312.OF,华安沪深300量化增强A,2021-01-07,3.2857,
000312.OF,华安沪深300量化增强A,2021-01-08,3.2626,
000312.OF,华安沪深300量化增强A,2021-01-11,3.2276,
000312.OF,华安沪深300量化增强A,2021-01-12,3.3111,
000312.OF,华安沪深300量化增强A,2021-01-13,3.2845,
000312.OF,华安沪深300量化增强A,2021-01-14,3.2142,
000312.OF,华安沪深300量化增强A,2021-01-15,3.2242,
000312.OF,华安沪深300量化增强A,2021-01-18,3.2654,
000312.OF,华安沪深300量化增强A,2021-01-19,3.2138,
000312.OF,华安沪深300量化增强A,2021-01-20,3.2397,
000312.OF,华安沪深300量化增强A,2021-01-21,3.3039,
000312.OF,华安沪深300量化增强A,2021-01-22,3.3213,
000312.OF,华安沪深300量化增强A,2021-01-25,3.3622,
000312.OF,华安沪深300量化增强A,2021-01-26,3.2802,
000312.OF,华安沪深300量化增强A,2021-01-27,3.2916,
000312.OF,华安沪深300量化增强A,2021-01-28,3.1982,
000312.OF,华安沪深300量化增强A,2021-01-29,3.187,
000312.OF,华安沪深300量化增强A,2021-02-01,3.2211,
000312.OF,华安沪深300量化增强A,2021-02-02,3.2837,
000312.OF,华安沪深300量化增强A,2021-02-03,3.2816,
000312.OF,华安沪深300量化增强A,2021-02-04,3.2782,
000312.OF,华安沪深300量化增强A,2021-02-05,3.2873,
000312.OF,华安沪深300量化增强A,2021-02-08,3.3352,
000312.OF,华安沪深300量化增强A,2021-02-09,3.4088,
000312.OF,华安沪深300量化增强A,2021-02-10,3.4815,
000312.OF,华安沪深300量化增强A,2021-02-18,3.448,
000312.OF,华安沪深300量化增强A,2021-02-19,3.4265,
000312.OF,华安沪深300量化增强A,2021-02-22,3.2918,
000312.OF,华安沪深300量化增强A,2021-02-23,3.295,
000312.OF,华安沪深300量化增强A,2021-02-24,3.201,
000312.OF,华安沪深300量化增强A,2021-02-25,3.2135,
000312.OF,华安沪深300量化增强A,2021-02-26,3.1312,
000312.OF,华安沪深300量化增强A,2021-03-01,3.1845,
000312.OF,华安沪深300量化增强A,2021-03-02,3.1487,
000312.OF,华安沪深300量化增强A,2021-03-03,3.2139,
000312.OF,华安沪深300量化增强A,2021-03-04,3.0951,
000312.OF,华安沪深300量化增强A,2021-03-05,3.0874,
000312.OF,华安沪深300量化增强A,2021-03-08,2.9612,
000312.OF,华安沪深300量化增强A,2021-03-09,2.887,
000312.OF,华安沪深300量化增强A,2021-03-10,2.9211,
000312.OF,华安沪深300量化增强A,2021-03-11,2.9989,
000312.OF,华安沪深300量化增强A,2021-03-12,3.0094,
000312.OF,华安沪深300量化增强A,2021-03-15,2.9316,
000312.OF,华安沪深300量化增强A,2021-03-16,2.9545,
000312.OF,华安沪深300量化增强A,2021-03-17,2.969,
000312.OF,华安沪深300量化增强A,2021-03-18,2.9994,
000312.OF,华安沪深300量化增强A,2021-03-19,2.9191,
000312.OF,华安沪深300量化增强A,2021-03-22,2.9396,
000312.OF,华安沪深300量化增强A,2021-03-23,2.9141,
000312.OF,华安沪深300量化增强A,2021-03-24,2.866,
000312.OF,华安沪深300量化增强A,2021-03-25,2.8675,
000312.OF,华安沪深300量化增强A,2021-03-26,2.9387,
000312.OF,华安沪深300量化增强A,2021-03-29,2.942,
000312.OF,华安沪深300量化增强A,2021-03-30,2.9725,
000312.OF,华安沪深300量化增强A,2021-03-31,2.9405,
000312.OF,华安沪深300量化增强A,2021-04-01,2.9824,
000312.OF,华安沪深300量化增强A,2021-04-02,3.0138,
000312.OF,华安沪深300量化增强A,2021-04-06,2.9987,
000312.OF,华安沪深300量化增强A,2021-04-07,2.9676,
000312.OF,华安沪深300量化增强A,2021-04-08,2.977,
000312.OF,华安沪深300量化增强A,2021-04-09,2.9284,
000312.OF,华安沪深300量化增强A,2021-04-12,2.8761,
000312.OF,华安沪深300量化增强A,2021-04-13,2.8744,
000312.OF,华安沪深300量化增强A,2021-04-14,2.8981,
000312.OF,华安沪深300量化增强A,2021-04-15,2.8822,
000312.OF,华安沪深300量化增强A,2021-04-16,2.888,
000312.OF,华安沪深300量化增强A,2021-04-19,2.9686,
000312.OF,华安沪深300量化增强A,2021-04-20,2.9741,
000312.OF,华安沪深300量化增强A,2021-04-21,2.9886,
000312.OF,华安沪深300量化增强A,2021-04-22,2.992,
000312.OF,华安沪深300量化增强A,2021-04-23,3.0287,
000312.OF,华安沪深300量化增强A,2021-04-26,2.9974,
000312.OF,华安沪深300量化增强A,2021-04-27,3.0137,
000312.OF,华安沪深300量化增强A,2021-04-28,3.0455,
000312.OF,华安沪深300量化增强A,2021-04-29,3.0636,
000312.OF,华安沪深300量化增强A,2021-04-30,3.0486,
000312.OF,华安沪深300量化增强A,2021-05-06,3.0081,
000312.OF,华安沪深300量化增强A,2021-05-07,2.958,
000312.OF,华安沪深300量化增强A,2021-05-10,2.9566,
000312.OF,华安沪深300量化增强A,2021-05-11,2.9762,
000312.OF,华安沪深300量化增强A,2021-05-12,2.9993,
000312.OF,华安沪深300量化增强A,2021-05-13,2.9686,
000312.OF,华安沪深300量化增强A,2021-05-14,3.0383,
000312.OF,华安沪深300量化增强A,2021-05-17,3.0916,
000312.OF,华安沪深300量化增强A,2021-05-18,3.092,
000312.OF,华安沪深300量化增强A,2021-05-19,3.0883,
000312.OF,华安沪深300量化增强A,2021-05-20,3.1057,
000312.OF,华安沪深300量化增强A,2021-05-21,3.0772,
000312.OF,华安沪深300量化增强A,2021-05-24,3.0921,
000312.OF,华安沪深300量化增强A,2021-05-25,3.1928,
000312.OF,华安沪深300量化增强A,2021-05-26,3.1924,
000312.OF,华安沪深300量化增强A,2021-05-27,3.2036,
000312.OF,华安沪深300量化增强A,2021-05-28,3.2007,
000312.OF,华安沪深300量化增强A,2021-05-31,3.2273,
000312.OF,华安沪深300量化增强A,2021-06-01,3.2335,
000312.OF,华安沪深300量化增强A,2021-06-02,3.2007,
000312.OF,华安沪深300量化增强A,2021-06-03,3.1829,
000312.OF,华安沪深300量化增强A,2021-06-04,3.2086,
000312.OF,华安沪深300量化增强A,2021-06-07,3.2061,
000312.OF,华安沪深300量化增强A,2021-06-08,3.1765,
000312.OF,华安沪深300量化增强A,2021-06-09,3.1829,
000312.OF,华安沪深300量化增强A,2021-06-10,3.214,
000312.OF,华安沪深300量化增强A,2021-06-11,3.2027,
000312.OF,华安沪深300量化增强A,2021-06-15,3.1776,
000312.OF,华安沪深300量化增强A,2021-06-16,3.1127,
000312.OF,华安沪深300量化增强A,2021-06-17,3.1514,
000312.OF,华安沪深300量化增强A,2021-06-18,3.1588,
000312.OF,华安沪深300量化增强A,2021-06-21,3.1527,
000312.OF,华安沪深300量化增强A,2021-06-22,3.1721,
000312.OF,华安沪深300量化增强A,2021-06-23,3.1896,
000312.OF,华安沪深300量化增强A,2021-06-24,3.1849,
000312.OF,华安沪深300量化增强A,2021-06-25,3.242,
000312.OF,华安沪深300量化增强A,2021-06-28,3.255,
000312.OF,华安沪深300量化增强A,2021-06-29,3.2278,
000312.OF,华安沪深300量化增强A,2021-06-30,3.267,
000312.OF,华安沪深300量化增强A,2021-07-01,3.274,
000312.OF,华安沪深300量化增强A,2021-07-02,3.181,
000312.OF,华安沪深300量化增强A,2021-07-05,3.1988,
000312.OF,华安沪深300量化增强A,2021-07-06,3.1895,
000312.OF,华安沪深300量化增强A,2021-07-07,3.2425,
000312.OF,华安沪深300量化增强A,2021-07-08,3.2198,
000312.OF,华安沪深300量化增强A,2021-07-09,3.2101,
000313.OF,华安沪深300量化增强C,2020-10-09,2.651,
000313.OF,华安沪深300量化增强C,2020-10-12,2.7287,
000313.OF,华安沪深300量化增强C,2020-10-13,2.7397,
000313.OF,华安沪深300量化增强C,2020-10-14,2.7214,
000313.OF,华安沪深300量化增强C,2020-10-15,2.7157,
000313.OF,华安沪深300量化增强C,2020-10-16,2.709,
000313.OF,华安沪深300量化增强C,2020-10-19,2.6844,
000313.OF,华安沪深300量化增强C,2020-10-20,2.7134,
000313.OF,华安沪深300量化增强C,2020-10-21,2.7037,
000313.OF,华安沪深300量化增强C,2020-10-22,2.6935,
000313.OF,华安沪深300量化增强C,2020-10-23,2.6496,
000313.OF,华安沪深300量化增强C,2020-10-26,2.6337,
000313.OF,华安沪深300量化增强C,2020-10-27,2.6447,
000313.OF,华安沪深300量化增强C,2020-10-28,2.6671,
000313.OF,华安沪深300量化增强C,2020-10-29,2.6935,
000313.OF,华安沪深300量化增强C,2020-10-30,2.651,
000313.OF,华安沪深300量化增强C,2020-11-02,2.6812,
000313.OF,华安沪深300量化增强C,2020-11-03,2.7052,
000313.OF,华安沪深300量化增强C,2020-11-04,2.7254,
000313.OF,华安沪深300量化增强C,2020-11-05,2.768,
000313.OF,华安沪深300量化增强C,2020-11-06,2.7581,
000313.OF,华安沪深300量化增强C,2020-11-09,2.8078,
000313.OF,华安沪深300量化增强C,2020-11-10,2.7883,
000313.OF,华安沪深300量化增强C,2020-11-11,2.7504,
000313.OF,华安沪深300量化增强C,2020-11-12,2.7589,
000313.OF,华安沪深300量化增强C,2020-11-13,2.7433,
000313.OF,华安沪深300量化增强C,2020-11-16,2.7678,
000313.OF,华安沪深300量化增强C,2020-11-17,2.761,
000313.OF,华安沪深300量化增强C,2020-11-18,2.7563,
000313.OF,华安沪深300量化增强C,2020-11-19,2.773,
000313.OF,华安沪深300量化增强C,2020-11-20,2.7831,
000313.OF,华安沪深300量化增强C,2020-11-23,2.8216,
000313.OF,华安沪深300量化增强C,2020-11-24,2.8045,
000313.OF,华安沪深300量化增强C,2020-11-25,2.7657,
000313.OF,华安沪深300量化增强C,2020-11-26,2.764,
000313.OF,华安沪深300量化增强C,2020-11-27,2.7911,
000313.OF,华安沪深300量化增强C,2020-11-30,2.7703,
000313.OF,华安沪深300量化增强C,2020-12-01,2.8238,
000313.OF,华安沪深300量化增强C,2020-12-02,2.8237,
000313.OF,华安沪深300量化增强C,2020-12-03,2.8181,
000313.OF,华安沪深300量化增强C,2020-12-04,2.832,
000313.OF,华安沪深300量化增强C,2020-12-07,2.8191,
000313.OF,华安沪深300量化增强C,2020-12-08,2.8197,
000313.OF,华安沪深300量化增强C,2020-12-09,2.7854,
000313.OF,华安沪深300量化增强C,2020-12-10,2.7888,
000313.OF,华安沪深300量化增强C,2020-12-11,2.766,
000313.OF,华安沪深300量化增强C,2020-12-14,2.7973,
000313.OF,华安沪深300量化增强C,2020-12-15,2.8022,
000313.OF,华安沪深300量化增强C,2020-12-16,2.8077,
